id,firstName,lastName,birthDate,party,represents,profileText
C001103,Buddy,Carter,1957,Republican,GA,"a Representative from Georgia; born in Port Wentworth, Chatham County, Ga., September 6, 1957; graduated from Robert W. Groves High School, Garden City, Ga., 1975; A.A., Young Harris College, Young Harris, Ga., 1977; B.S., University of Georgia, Athens, Ga., 1980; pharmacist; business owner; member of the Pooler, Ga., city council, 1994-1995; Mayor of Pooler, Ga., 1996-2004; member of the Georgia state house of representatives, 2005-2009; member of the Georgia state senate, 2009-2014; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
B000490,Sanford,Bishop,1947,Democrat,GA,"a Representative from Georgia; born in Mobile, Mobile County, Ala., February 4, 1947; graduated from Central High School, Mobile, Ala., 1964; B.A., Morehouse College, Atlanta, Ga., 1968; J.D., Emory University, Atlanta, Ga., 1971; lawyer, private practice; United States Army, 1969-1971; member of the Georgia state house of representatives, 1977-1991; member of the Georgia state senate, 1991-1993; elected as a Democrat to the One Hundred Third and to the fourteen succeeding Congresses (January 3, 1993-present)."
B001281,Joyce,Beatty,1950-03-12,Democrat,OH,"a Representative from Ohio; born in Dayton, Montgomery County, Ohio, March 12, 1950; graduated from Nettie Lee Roth High School, Dayton, Ohio; B.A., Central State University, Wilberforce, Ohio, 1972; M.S., Wright State University, Fairborn, Ohio, 1974; attended University of Cincinnati, Cincinnati, Ohio; Montgomery County, Ohio, executive director, human services; professor, Sinclair Community College, Dayton, Ohio, 1975-1983; businesswoman; member of the Ohio state house of representatives, 1999-2008, minority leader, 2007-2008; delegate to the Democratic National Convention, 1996, 2000, 2004, 2008, 2012, 2016; senior vice president, The Ohio State University, Columbus, Ohio, 2008-2012; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
M001213,Blake,Moore,1980-06-22,Republican,UT,"a Representative from Utah; born in Ogden, Utah, June 22, 1980; graduated from Ogden High School, Ogden, Utah, 1998; attended Utah State University, Logan, Utah; B.A., University of Utah, Salt Lake City, Utah; M.P.P.A., Northwestern University, Evanston, Ill., 2018; consultant; Foreign Service Officer, United States Department of State; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
N000026,Troy,Nehls,1968-04-07,Republican,TX,"a Representative from Texas; born in Beaver Dam, Dodge County, Wis., April 7, 1968; graduated from Dodgeland High School, Juneau, Wisc., 1986; B.A., Liberty University, Lynchburg, Va.; M.S., University of Houston-Downtown, Houston, Tex.; Wisconsin Army National Guard; United States Army Reserve; police officer; deputy constable, Fort Bend County, Tex., 1998&ndash;2002, constable, 2005&ndash;2012; deputy sheriff, Fort Bend County, Tex., 2002&ndash;2004; sheriff, Fort Bend County, Tex., 2013&ndash;2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
U000031,Frederick,Upton,1953-04-23,Republican,MI,"a Representative from Michigan; born in St. Joseph, Berrien County, Mich., April 23, 1953; graduated from Shattuck School, Fairbault, Minn.; B.A., University of Michigan, Ann Arbor, Mich., 1975; staff, United States Representative David Stockman of Michigan, 1976-1980; staff, United States Office of Management and Budget, 1981-1985; elected as a Republican to the One Hundredth and to the seventeen succeeding Congresses (January 3, 1987-present); chair, Committee on Energy and Commerce (One Hundred Twelfth through One Hundred Fourteenth Congresses)."
M000639,Robert,Menendez,1954,Democrat,NJ,"A Senator and a Representative from New Jersey; born in New York, N.Y., on January 1, 1954; graduated from Union Hill High School, Union City, N.J., 1972; B.A., Saint Peter's College, Jersey City, N.J., 1976; J.D., Rutgers University School of Law, Newark, N.J., 1979; lawyer, private practice; member of the Union City, N.J., board of education 1974-1978, and chief financial officer 1978-1982; mayor of Union City, N.J., 1986-1992; member of the New Jersey state general assembly 1987-1991; member of the New Jersey state senate 1991-1993; elected as a Democrat to the One Hundred Third and to the six succeeding Congresses, and served from January 3, 1993, to January 16, 2006, when he resigned to become a U.S. senator; chair, House Democratic Caucus (One Hundred Eighth through One Hundred Ninth Congresses); appointed on January 17, 2006, to the United States Senate to fill vacancy caused by resignation of Jon S. Corzine; service began on January 17, 2006, and took the oath of office on January 18, 2006; elected to the U.S. Senate in 2006 for the term commencing January 3, 2007; reelected in 2012, and again in 2018 for the term ending January 3, 2025; chair, Democratic Senatorial Campaign Committee (2008-2011), Committee on Foreign Relations (One Hundred Thirteenth Congress [February 1, 2013-January 3, 2015], One Hundred Seventeenth Congress)."
R000597,Tom,Rice,1957-08-04,Republican,SC,"A Representative from South Carolina; born in Charleston, Charleston County, S.C., August 4, 1957; B.S., University of South Carolina, Columbia, S.C., 1979; M.A., University of South Carolina, Columbia, S.C., 1982; J.D., University of South Carolina, Columbia, S.C., 1982; lawyer, private practice; accountant; chairman of the Horry County, S.C., council, 2010-2012; elected as a Republican to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
A000372,Rick,Allen,1951,Republican,GA,"a Representative from Georgia; born in Augusta, Richmond County, Ga., November 7, 1951; graduated from Evans High School, Evans, Ga., 1969; B.S., Auburn University, Auburn, Ala., 1973; business owner; elected as a Republican to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
H001084,Yvette,Herrell,1964-03-16,Republican,NM,"a Representative from New Mexico; born in Ruidoso, Lincoln County, N. Mex., March 16, 1964; enrolled member of the Cherokee Nation; graduated from Cloudcroft High School, Cloudcroft, N. Mex.; A.A., ITT Educational Services, Inc., Boise, ID; attended New Mexico State University, Las Cruces, N. Mex.; realtor; business owner; legislative analyst; member of the New Mexico state house of representatives, 2011-2019; unsuccessful candidate for election to the One Hundred Sixteenth Congress in 2018; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021-present)."
C001069,Joe,Courtney,1953-04-06,Democrat,CT,"a Representative from Connecticut; born in West Hartford, Tolland County, Conn., April 6, 1953; B.A., Tufts University, Medford, Mass, 1975; J.D., University of Connecticut, Storrs, Conn., 1978; lawyer, private practice; member of the Connecticut state house of representatives, 1987-1994; elected as a Democrat to the One Hundred Tenth and to the seven succeeding Congresses (January 3, 2007-present)."
D000624,Debbie,Dingell,1953-11-23,Democrat,MI,"(Wife of John David Dingell, Jr.), a Representative from Michigan; born in Detroit, Wayne County, Mich., November 23, 1953; graduated from the Convent of the Sacred Heart, Grosse Pointe, Mich.; B.S.F.S., Georgetown University, Washington, D.C., 1975; M.S., Georgetown University, Washington, D.C., 1996; analyst; professional advocate; business executive; non-profit executive; board of governors, Wayne State University, 2007-2014; member of the Democratic National Committee; elected as a Democrat to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
B001304,Anthony,Brown,1961-11-21,Democrat,MD,"a Representative from Maryland; born in Huntington, Suffolk County, N.Y., November 21, 1961; graduated from Huntington High School, Huntington, N.Y., 1979; attended United States Military Academy, West Point, N.Y.; A.B., Harvard University, Cambridge, Mass., 1984; J.D., Harvard University, Cambridge, Mass.,1992; United States Army, 1984-1989; United States Army Reserve, 1989-2014; lawyer, private practice; member of the Maryland state general assembly, 1999-2007, majority whip, 2004-2007; lieutenant governor of Maryland, 2007-2015; unsuccessful candidate for Governor of Maryland in 2014; elected as a Democrat to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
S001181,Jeanne,Shaheen,1947,Democrat,NH,"A Senator from New Hampshire; born in St. Charles, Mo., January 28, 1947; B.A., Shippensburg State College, Shippensburg, Penn., 1969; M.S.S., University of Mississippi, 1973; New Hampshire State senator, 1990-1996; governor of New Hampshire, 1997-2003; unsuccessful candidate for election to the United States Senate in 2002; elected as a Democrat to the United States Senate in 2008; reelected in 2014, and again in 2020 for the term ending January 3, 2027."
G000579,Michael,Gallagher,1984-03-03,Republican,WI,"A Representative from Wisconsin; born in Green Bay, Brown County, Wis., March 3, 1984; graduated from Mater Dei High School, Santa Ana, Calif., 2002; A.B., Princeton University, Princeton, N.J., 2006; M.S., National Intelligence University, Washington, D.C., 2010; M.A., Georgetown University, Washington, D.C., 2012; M.A., Georgetown University, Washington, D.C., 2013; Ph.D., Georgetown University, Washington, D.C., 2015; United States Marine Corps, 2006-2013; staff, United States Senate Foreign Relations Committee, 2013-2015; presidential campaign staff, Scott Walker, 2015; businessman; elected as a Republican to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
L000594,Kelly,Loeffler,1970,Republican,GA,"<p>a Senator from Georgia; born in Bloomington, Ill., November 27, 1970; graduated Olympia High School, Stanford, Ill., 1988; B.S., University of Illinois at Urbana-Champaign, 1992; M.B.A., DePaul University, Chicago, Ill., 1999; finance firm chief executive officer; owner of Atlanta Dream professional women&rsquo;s basketball team; appointed as a Republican to the United States Senate to fill the vacancy caused by the resignation of Johnny Isakson, and served from January 6, 2020, to January 20, 2021, when an elected successor for the remainder of the term took office; unsuccessful candidate for election to remainder of the term ending January 3, 2023.</p>"
G000596,Marjorie,Greene,1974-05-27,Republican,GA,"a Representative from Georgia; born Milledgeville, Baldwin County, Ga., May 27, 1974; graduated from South Forsyth High School, Cumming, Ga., 1992; B.B.A., University of Georgia, Athens, Ga., 1996; business owner; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
P000619,Mary,Peltola,1973-08-31,Democrat,AK,"a Representative from Alaska; born in Anchorage, Alaska, August 31, 1973; an enrolled member of the Orutsararmiut Traditional Native Council; attended the University of Northern Colorado, Greeley, Colo., 1991-1994; attended the University of Alaska Fairbanks, Fairbanks, Alaska, 1994; attended the University of Alaska Southeast, Juneau, Alaska, 1995-1997; attended the University of Alaska Anchorage, Anchorage, Alaska, 1997-1998; manager of community development and sustainability,; professional advocate; executive director, Kuskokwim River inter-tribal fish commission, 2017-2022; member of the Alaska state house of representatives, 1999-2009; member of the Bethel, Alaska, city council; elected as a Democrat to the One Hundred Seventeenth Congress, by special election, to fill the vacancy caused by the death of United States Representative Donald Edwin Young (August 16, 2022-present)."
S001197,Benjamin,Sasse,1972,Republican,NE,"A Senator from Nebraska; born in Plainview, Pierce County, Nebr., February 22, 1972; B.A., Harvard University, 1994; M.A., St. John&rsquo;s College, Annapolis, Md., 1998; Ph.D., Yale University, 2004; management consultant; university professor; chief of staff to U.S. Representative Jeff Fortenberry; counselor to the secretary, U.S. Department of Health and Human Services; assistant secretary for planning and evaluation, U.S. Department of Health and Human Services; president of Midland University, Fremont, Nebr.; elected as a Republican to the United States Senate in 2014; reelected in 2020 for the term ending January 3, 2027."
L000582,Ted,Lieu,1969-03-29,Democrat,CA,"a Representative from California; born in Taipei, Taiwan, March 29, 1969; graduated from St. Ignatius High School, Cleveland, Ohio, 1987; B.A., Stanford University, Stanford, Calif., 1991; B.S., Stanford University, Stanford, Calif., 1991; J.D., Georgetown University, Washington, D.C., 1994; United States Air Force, 1995-1999; United States Air Force Reserve, 2000-2021; judicial clerk, United States Court of Appeals, Ninth Circuit; lawyer, private practice; member of the Torrance, Calif., city council, 2002-2005; member of the California state assembly, 2005-2010; unsuccessful candidate for election for California state attorney general in 2010; member of the California state senate, 2011-2014; elected as a Democrat to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present); one of the managers appointed by the House of Representatives in 2021 to conduct the impeachment proceedings of Donald J. Trump, President of the United States."
C001090,Matt,Cartwright,1961-05-01,Democrat,PA,"a Representative from Pennsylvania; born in Erie, Erie County, Pa., May 1, 1961; A.B., Hamilton College, Clinton, N.Y., 1983; attended Temple University School of Law, Philadelphia, Pa., 1984; J.D., University of Pennsylvania, Philadelphia, Pa., 1986; lawyer, private practice; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
B001312,Carolyn,Bourdeaux,1970-06-03,Democrat,GA,"a Representative from Georgia, born on June 3, 1970; graduated from Northside High School, Roanoke, Va., 1988; B.A., Yale University, New Haven, Conn., 1992; M.P.A., University of Southern California, Los Angeles, Calif., 1999; Ph.D., Syracuse University, Syracuse, N.Y., 2003; staff, United States Representative and Senator Ron Wyden, 1993-1997; professor, Georgia State University, Atlanta, Ga., 2003-2020; director, Georgia state senate budget and evaluation office, 2007&ndash;2010; unsuccessful candidate for election to the One Hundred Sixteenth Congress in 2018; elected as a Democrat to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
B001257,Gus,Bilirakis,1963-02-08,Republican,FL,"a Representative from Florida; born in Gainesville, Alachua County, Fla., February 8, 1963; graduated from Tarpon Springs High School, Tarpon Springs, Fla., 1981; attended St. Petersburg Junior College, St. Petersburg, Fla., 1981-1983; B.A., University of Florida, Gainesville, Fla., 1986; J.D., Stetson University, St. Petersburg, Fla., 1989; lawyer, private practice; professor; member of the Florida state house of representatives, 1998-2006; elected as a Republican to the One Hundred Tenth and to the seven succeeding Congresses (January 3, 2007-present)."
S000250,Pete,Sessions,1955-03-22,Republican,TX,"a Representative from Texas; born in Waco, McLennan County, Tex., March 22, 1955; graduated from Churchill High School, San Antonio, Tex., 1973; B.S., Southwestern University, Georgetown, Tex., 1978; business executive; professional advocate; elected as a Republican to the One Hundred Fifth and to the ten succeeding Congresses (January 3, 1997-January 3, 2019); unsuccessful candidate for reelection to the One Hundred Sixteenth Congress in 2018; chair, Committee on Rules (One Hundred Thirteenth through One Hundred Fifteenth Congresses); elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
C000880,Michael,Crapo,1951,Republican,ID,"A Senator and a Representative from Idaho; born in Idaho Falls, Bonneville County, Idaho, May 20, 1951; graduated Idaho Falls High School 1969; B.A., Brigham Young University 1973; J.D., Harvard University School of Law 1977; admitted to the bar in 1977; law clerk to Judge James M. Carter, United States Court of Appeals, Ninth Circuit 1977-1978; practiced law in San Diego 1978-1979, and in Idaho Falls 1979-1992; vice chair, Bonneville County Republican Committee 1979-1981; vice chair, Legislative District 29 Republican Committee 1982-1984; Idaho State senator 1985-1992; elected as a Republican to the One Hundred Third and to the two succeeding Congresses (January 3, 1993-January 3, 1999); was not a candidate for reelection to the U.S. House of Representatives, but was elected to the United States Senate in 1998; reelected in 2004, 2010, and again in 2016 for the term ending January 3, 2023; chair, Committee on Banking, Housing and Urban Affairs (One Hundred Fifteenth and One Hundred Sixteenth Congresses)."
W000805,Mark,Warner,1954,Democrat,VA,"A Senator from Virginia; born in Indianapolis, Ind., December 15, 1954; B.A., George Washington University, 1977; J.D., Harvard Law School, 1980; worked on the staff of Senator Christopher Dodd; engaged in the high-technology business; co-founded the company that became Nextel; Virginia Democratic Party chairman, 1993-1995; unsuccessful candidate for election to the United States Senate in 1996; governor of Virginia, 2002-2006; chairman of the National Governors Association 2004-2005; elected as a Democrat to the United States Senate in 2008; reelected in 2014, and again in 2020 for the term ending January 3, 2027; chair, Select Committee on Intelligence (One Hundred Seventeenth Congress)."
P000048,August,Pfluger,1977-12-28,Republican,TX,"a Representative from Texas; born in Harris County, Tex., December 28, 1977; graduated from Central High School, San Angelo, Tex., 1996; B.S., United States Air Force Academy, Colorado Springs, Colo., 2000; M.S.A., Embry-Riddle Aeronautical University, Daytona Beach, Fla., 2007; M.S., Air University, Montgomery, Ala., 2012; &nbsp;M.A., Georgetown University, Washington, D.C., 2019; United States Air Force; United States Air Force Reserve; staff, National Security Council, 2019; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
C001116,Andrew,Clyde,1963-11-22,Republican,GA,"a Representative from Georgia; born in Ontario, Canada, November 22, 1963; attended the University of Notre Dame, Notre Dame, Ind.; B.B.A., Bethel College, Mishawaka, Ind., 1985; M.B.A., University of Georgia, Athens, Ga., 1999; United States Navy, 1985&ndash;1996; United States Navy Reserve, 1996&ndash;2013; business owner; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
T000467,Glenn,Thompson,1959-07-27,Republican,PA,"a Representative from Pennsylvania; born in Bellefonte, Centre County, Pa., July 27, 1959; B.S., Pennsylvania State University, University Park, Pa., 1981; M.Ed., Temple University, Philadelphia, Pa., 1988; rehabilitation therapist manager; member of the Bald Eagle, Pa., school board, 1990-1995; unsuccessful candidate for nomination to the Pennsylvania state house of representatives in 1998 and 2000; chair, Centre County Pa., Republican Party, 2002-2008; elected as a Republican to the One Hundred Eleventh and to the six succeeding Congresses (January 3, 2009-present)."
C001053,Tom,Cole,1949-04-28,Republican,OK,"a Representative from Oklahoma; born in Shreveport, Caddo Parish, La., on April 28, 1949; an enrolled member of the Chickasaw Nation; graduated from Moore High School, Moore, Okla., 1967; B.A., Grinnell College, Grinnell, Iowa, 1971; M.A., Yale University, New Haven, Conn., 1974; Ph.D., University of Oklahoma, Norman, Okla., 1984; consultant; graduate assistant, University of Oklahoma, Norman, Okla.; faculty, Oklahoma Baptist University, Shawnee, Okla.; staff, United States Representative Marvin (Mickey) Edwards of Oklahoma, 1982-1984; chairman, Oklahoma Republican Party, 1985-1989; private advocate; member of the Oklahoma state senate, 1988-1991; executive director, National Republican Congressional Committee, 1991-1993; Oklahoma secretary of state, 1995-1999; chief of staff, Republican National Committee, 1999-2001; elected as a Republican to the One Hundred Eighth and to the nine succeeding Congresses (January 3, 2003-present)."
M001206,Joseph,Morelle,1957,Democrat,NY,"a Representative from New York; born in Utica, Oneida County, N.Y., April 29, 1957; graduated from Eastridge High School, Irondequoit, N.Y., 1975; B.A., SUNY Geneseo, Geneseo, N.Y., 1986; staff, New York state assembly; businessman; member, Monroe County legislature, 1984-1990; member, New York state assembly, 1990-2018; elected simultaneously as a Democrat to the One Hundred Fifteenth and One Hundred Sixteenth Congresses, by special election, to fill the vacancy caused by the death of United States Representative Louise Slaughter, and reelected to the succeeding Congress (November 6, 2018-present)."
K000376,Mike,Kelly,1948-05-10,Republican,PA,"a Representative from Pennsylvania; born in Pittsburgh, Allegheny County, Pa., May 10, 1948; graduated from Butler Senior High School, Butler, Pa., 1966; B.A., Notre Dame University, South Bend, Ind., 1970; business owner; member of the Butler Pa., area school board, 1992-1995; member of the Butler County, Pa., council, 2006-2009; elected as a Republican to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present)."
J000298,Pramila,Jayapal,1965-09-21,Democrat,WA,"a Representative from Washington; born in Chennai, Tamil Nadu, India, September 21, 1965; A.B., Georgetown University, Washington, D.C., 1986; M.B.A., Northwestern University, Evanston, Ill., 1990; financial analyst; nonprofit executive; member of the Washington state senate, 2015-2016; elected as a Democrat to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
H001047,James,Himes,1966-07-05,Democrat,CT,"a Representative from Connecticut; born in Lima, Peru, July 5, 1966; graduated from Hopewell Valley Central High School, Pennington, N.J.; A.B., Harvard University, Cambridge, Mass., 1988; M. Phil., Oxford University, Oxford, England, 1990; banking executive; non-profit executive; member of the Greenwich, Conn., housing authority, 2003-2006; chairman, 2003-2006; member of the Greenwich, Conn., board of estimate and taxation, 2006-2007; elected as a Democrat to the One Hundred Eleventh and to the six succeeding Congresses (January 3, 2009-present); chair, Select Committee on Economic Disparity and Fairness in Growth (One Hundred Seventeenth Congress)."
R000605,Marion,Rounds,1954,Republican,SD,"A Senator from South Dakota; born in Huron, Beadle County, S. Dak., October 24, 1954; B.S., South Dakota State University, 1977; insurance and real estate executive; member of the South Dakota state senate 1991-2000, serving as majority leader 1995-2000; governor of South Dakota 2003-2011; elected as a Republican to the United States Senate in 2014; reelected in 2020 for the term ending January 3, 2027."
B000755,Kevin,Brady,1955-04-11,Republican,TX,"A Representative from Texas; born in Vermillion, Clay County, S. Dak., April 11, 1955; graduated from Rapid City Central High School, Rapid City, S. Dak.; B.A., University of South Dakota, Vermillion, S. Dak., 1990; member of the Texas state house of representatives, 1990-1996; elected as a Republican to the One Hundred Fifth and to the twelve succeeding Congresses (January 3, 1997-present); chair, Joint Economic Committee (One Hundred Thirteenth Congress); chair, Committee on Ways &amp; Means (One Hundred Fourteenth and One Hundred Fifteenth Congresses); chair, Joint Committee on Taxation (One Hundred Fifteenth Congress)."
O000173,Ilhan,Omar,1982-10-04,Democrat,MN,"A Representative from Minnesota; born in Mogadishu, Somalia, October 4, 1982; graduated from Edison High School, Minneapolis, Minn.; B.A., North Dakota State University, Fargo, N. Dak., 2011; B.S., North Dakota State University, Fargo, N. Dak., 2011; teacher; campaign manager; non-profit executive; staff, Minnesota department of education, 2012-2013; staff, Minneapolis city council, 2013-2015; member of the Minnesota state house of representatives, 2017-2019; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
M001210,Gregory,Murphy,1963-03-05,Republican,NC,"a Representative from North Carolina; born on March 5, 1963; graduated from Raleigh Broughton High School, Raleigh, N.C.; graduated from Davidson College, Davidson, N.C., 1985; M.D., University of North Carolina, Chapel Hill, N.C.; urologic surgeon; member of the North Carolina state house of representatives, 2019; elected as a Republican to the One Hundred Sixteenth Congress, by special election, to fill the vacancy caused by the death of United States Representative Walter Beaman Jones, Jr., and reelected to the succeeding Congress (September 10, 2019-present)."
B001282,Garland,Barr,1973-07-24,Republican,KY,"A Representative from Kentucky; born in Lexington, Fayette County, Ky., July 24, 1973; graduated from Henry Clay High School, Lexington, Ky., 1992; B.A., University of Virginia, Charlottesville, Va., 1996; J.D., University of Kentucky, Lexington, Ky., 2001; lawyer, private practice; staff, United States Representative Jim Talent, 1996-1998; instructor, Morehead State University, Morehead, Ky.; unsuccessful candidate for election to the One Hundred Twelfth Congress in 2010; elected as a Republican to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
R000486,Lucille,Roybal-Allard,1941-06-12,Democrat,CA,"a Representative from California; born in Boyle Heights, Los Angeles County, Calif., June 12, 1941; graduated from Ramona Convent Secondary School, Alhambra, Calif., 1959; B.A., California State University, Los Angeles, Calif., 1965; community relations and nonprofit executive; member of the California state assembly, 1987-1992; elected as a Democrat to the One Hundred Third and to the fourteen succeeding Congresses (January 3, 1993-present)."
H000601,William,Hagerty,1959-08-14,Republican,TN,"a Senator from Tennessee; born in Gallatin, Tenn., August 14, 1959; graduated Madisonville North Hopkins High School, Madisonville, Ky., 1977; B.A., Vanderbilt University, 1981; J.D., Vanderbilt University, 1984; management consultant; White House Fellow and staff member during the George H. W. Bush administration; co-founder and managing director, private equity investment firm; commissioner of the Tennessee Department of Economic and Community Development 2011-2014; U.S. Ambassador to Japan 2017-2019; elected as a Republican to the United States Senate in 2020 for the term ending January 3, 2027."
G000386,Charles,Grassley,1933,Republican,IA,"A Senator and a Representative from Iowa; born in New Hartford, Butler County, Iowa, September 17, 1933; attended the public schools; graduated, University of Northern Iowa, Cedar Falls 1955; received a graduate degree from the same university in 1956; pursued graduate work, University of Iowa, Iowa City 1957-1958; engaged in agriculture; part-time university instructor; member, Iowa house of representatives 1959-1974; elected in 1974 as a Republican to the Ninety-fourth Congress; reelected to the Ninety-fifth and Ninety-sixth Congresses (January 3, 1975-January 3, 1981); was not a candidate in 1980 for reelection to the House of Representatives, but was elected to the Senate in 1980; reelected in 1986, 1992, 1998, 2004, 2010, and again in 2016 for the term ending January 3, 2023; president pro tempore (2019-2021); chair, Special Committee on Aging (One Hundred Fifth Congress), Committee on Finance (One Hundred Seventh Congress [January 20 to June 6, 2001], One Hundred Eighth, One Hundred Ninth, and One Hundred Sixteenth Congresses), Committee on the Judiciary (One Hundred Fourteenth and One Hundred Fifteenth Congresses)."
A000371,Peter,Aguilar,1979-06-19,Democrat,CA,"a Representative from California; born in Fontana, San Bernardino County, Calif., June 19, 1979; graduated from Yucaipa High School, Yucaipa, Calif., 1997; B.S., University of Redlands, Redlands, Calif., 2001; business owner; executive, community credit union; interim director and deputy director, Inland Empire regional office of the Governor of California, 2001; member of the Redlands, Calif., city council, 2006-2014; Mayor of Redlands, Calif., 2010-2014; elected as a Democrat to the One Hundred Fourteenth and to the three succeeding Congresses (January 3, 2015-present)."
L000557,John,Larson,1948-07-22,Democrat,CT,"a Representative from Connecticut; born in Hartford, Hartford County, Conn., July 22, 1948; graduated East Hartford High School, Hartford, Conn., 1967; B.A., Central Connecticut University, New Britain, Conn., 1971; member of the East Hartford, Conn., board of education, 1977-1979; member of the East Hartford, Conn., town council, 1979-1983; senior fellow at the Yale Bush Center for Child Development and Social Policy, New Haven, Conn.; teacher; businessman; member of the Connecticut state senate, 1986-1998, president pro tempore of the Connecticut state senate, 1990-1998; elected as a Democrat to the One Hundred Sixth and to the eleven succeeding Congresses (January 3, 1999-present); chairman, House Democratic Caucus (One Hundred Eleventh and One Hundred Twelfth Congresses)."
G000555,Kirsten,Gillibrand,1966,Democrat,NY,"A Senator and a Representative from New York; born in Albany, Albany County, N.Y., December 9, 1966; A.B., Dartmouth College, Hanover, N.H., 1988; J.D., University of California Los Angeles, Los Angeles, Calif., 1991; lawyer, private practice; special counsel, United States Housing and Urban Development; elected as a Democrat to the One Hundred Tenth Congress and to the succeeding Congress, and served from January 3, 2007, to January 26, 2009, when she resigned to become a U.S. Senator; appointed January 23, 2009, to fill the vacancy caused by the resignation of Hillary Clinton; appointment took effect upon her resignation from the House of Representatives on January 26, 2009; took the oath of office on January 27, 2009; elected in 2010 in a special election for the term ending January 3, 2013; reelected in 2012, and again in 2018 for the term ending January 3, 2025; was an unsuccessful candidate for the Democratic presidential nomination in 2020."
F000454,Bill,Foster,1955-10-07,Democrat,IL,"A Representative from Illinois; born in Madison, Wis., October 7, 1955; B.A. University of Wisconsin, Madison, Dane County, Wis., 1975; Ph.D., Harvard University, Cambridge, Mass., 1984; physicist; senior physicist, Fermi National Accelerator Laboratory; entrepreneur; fellow, American Physical Society; elected as a Democrat to the One Hundred Tenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative John Dennis Hastert, and reelected to the succeeding Congress (March 8, 2008-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010; elected as a Democrat to the One Hundred Thirteenth and to the four succeeding Congresses (January 3, 2013-present)."
S000929,Victoria,Spartz,1978-10-06,Republican,IN,"a Representative from Indiana; born in Nosivka, Chernihiv Oblast, Ukraine, October 6, 1978; B.S., National University of Economics, Kyiv, Ukraine; M.B.A., National University of Economics, Kyiv, Ukraine, 2000; M.P.A, Indiana University Kelley School of Business, Bloomington, Ind. 2006; financial executive; business owner; farmer; professor, Indiana University Kelley School of Business, 2013&ndash;2020; staff, Office of the Attorney General, State of Indiana; member of the Indiana state senate, 2017&ndash;2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
W000813,Jackie,Walorski,1963,Republican,IN,"a Representative from Indiana; born in South Bend, St. Joseph County, Ind., August 17, 1963; graduated from James Whitcomb Riley High School, South Bend, Ind., 1981; B.A., Taylor University, Upland, Ind., 1985; journalist; philanthropist; member of the Indiana state house of representatives, 2004-2010; unsuccessful candidate for election to the One Hundred Twelfth Congress in 2010; elected as a Republican to the One Hundred Thirteenth and to the four succeeding Congresses, and served until her death (January 3, 2013-August 3, 2022); died on August 3, 2022, in Elkhart County, Ind.; interment at Southlawn Cemetery, South Bend, Ind."
D000628,Neal,Dunn,1953,Republican,FL,"A Representative from Florida; born in Boston, Suffolk County, Mass., February 16, 1953; B.S., Washington &amp; Lee University, Lexington, Va., 1975; M.D., George Washington University, Washington, D.C., 1979; United States Army, 1989-2010; urologist; banker; elected as a Republican to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
